29	1	Адрес ( обычный )	EXIDE Technologies Transportation		Brobekkveien 101			N	0513	418 oker		OSLO		22 07 47 00	22 07 47 01	www.sonnak.com	sonnak.oslo@exidenordic.com
30	1	Адрес ( обычный )	RHIAG INTER AUTO PARTS S.p.A.		Sede Centrale, Via Vincenzo Monti, 23/d			I	20016			Pero	Milano	02-30.78.1	02-38.00.00.47	www.rhiag-group.com	rhiag@rhiag.com
31	1	Адрес ( обычный )	EXIDE TECHNOLOGIES SAS		5 ALLEE DES PIERRES MAYETTES			F	92636	00092636		Gennevilliers		+33 1 41 21 2300		www.exide.com	webautoeu@exide.fr
32	1	Адрес ( обычный )	VARTA	Johnson Controls Autobatterie GmbH	Am Leineufer 51			D	30419			Hannover		+49 511 975 01	+49 511 975 10 10	www.varta-automotive.com	
33	1	Адрес ( обычный )	VDO		Sodener Strasse 9			D	65824			Schwalbach		+49 (6196) 87-0	+49 (6196) 8 65 71	www.vdo.com	replacementparts@vdo.com
34	1	Адрес ( обычный )	VIEROL AG		Karlstr.19				26123			Oldenburg		0441-21020-500	0441-21020-11500		info@vierol.de
35	1	Адрес ( обычный )	Hefra B.V.		Hongkongstraat 25			NL	3047 BR			Rotterdam		+31(0)88 400 9000	+31(0)88 400 9099	www.hefra.nl	info@hefra.nl
36	1	Адрес ( обычный )	YUASA BATTERY SALES (UK) LTD		Unit 13, Hunts Rise	South Marston Industrial Park			SN3 4TG			Swindon	Wiltshire	08708 500 257		www.yuasa-battery.co.uk	enquiries@yuasaeurope.com
37	1	Адрес ( обычный )	ACEMARK		Zheqiao rd 289			TJ	201206			Shanghai		+86 21 616 529 82	+86 21 616 529 82	www.acemarkparts.com	export2@acemarkparts.com
38	1	Адрес ( обычный )	DasEurope SRl		Leopoldo Giuntini, 50/F			I	50053			EMPOLI		0571999078	0571591381	www.kuhner.it	info@kuhner.it
39	1	Адрес ( обычный )	AES Auto Electric Service B.V.	AES Auto Electric Service B.V.	Vlotbrugweg 17			NL	1332 AG			Almere		+31-35-656 3444	+31-36-532 4737	www.aes.nl	order@aes.nl
40	2	гарантия	AES Auto Electric Service B.V.	AES Auto Electric Service B.V.	Vlotbrugweg 17			NL	1332 AG			Almer		035-6563444	036-5324737	www.aes.nl	douglas@aes.nl
41	5	Экспорт	AES Auto Electric Service B.V.	AES Auto Electric Service B.V.	Vlotbrugweg 17			NL	1332 AG			Almere		+31-35-656 3444	+31-36-532 4737	www.aes.nl	export@aes.nl
42	1	Адрес ( обычный )	Distribuciones Electricas Auto-Industria	Ainde	Polígono industrial Alquería de Moret	C/Sequia de Rascanya, 20		E	46210	46210		Picanya		0034 96 397 27 39	0034 96 397 27 38	www.ainde.com	ainde@ainde.com
43	1	Адрес ( обычный )	ALANKO GmbH		Kranzweiherweg 22			D	53489			Sinzig		+49(0)2642-99990-0	+49(0)2642-9999-0	www.alanko.de	tecdoc@alanko.de
44	1	Адрес ( обычный )	AVTOMEDON-M LLC (AMD)		Golyevo village, Central street, 3			RUS	143400		4976	Moscow Region, Krasnogorsky area		+7 (495) 987-13-53		avtomedon-m.ru	info@avtomedon-m.ru
45	1	Адрес ( обычный )	amk Automotive Components Ltd.		Bergsøesvej 12			DK	8600			Silkeborg		+45 86 80 11 77	+45 86 80 27 01		
46	1	Адрес ( обычный )	ASAM		Aurel Vlaicu nr. 77			RO	700381			IASI		+4 0232-234.107	+4 0232-273.443	www.conexdist.ro	office@conexdist.ro
47	1	Адрес ( обычный )	ASHIKA GROUP		Via della Meccanica, 1A			I	37139			Verona		+39 045 8517711	+39 045 8510714	www.ashika.eu	info@ashika.it
48	1	Адрес ( обычный )	AS-PL Sp. z o.o.		ul. Michalki 32			PL	80716			Gdansk		(+48) 58 304 12 85	(+48) 58 304 13 77	www.as-pl.com	sales@as-pl.com
49	1	Адрес ( обычный )	ATL Autotechnik		Borkshagenstr. 11a			D	59757			Arnsberg		02932-20371-0	02932-20371-20	www.atl-autotechnik.de	info@atl-autotechnik.de
50	1	Адрес ( обычный )	Autoelectro Ltd		Nirmalec House	848 Leeds Road		GB	BD3 9TU			Bradford	West Yorkshire	+441274 656101	+441274 656622	www.autoelectro.co.uk	sales@autoelectro.co.uk
51	1	Адрес ( обычный )	Ernst Dello GmbH & Co. KG		Senefelder Ring 2			D	21465			Reinbek		+49 40 701030-300	+49 40 701030-183	www.automega.biz	info@automega.biz
52	1	Адрес ( обычный )	FI.DI RICAMBI S.r.l.		Via Mattia Battistini ,  582			I	00167	00168		Roma	Italia	39 06 3013808	39 06 3014257	www.fidiricambi.com	fidi@fidiricambi.it
53	1	Адрес ( обычный )	Ferdinand Bilstein UK Ltd.		9 Wheelbarrow Park	Pattenden Lane		GB	TN12 9QJ			Marden	Kent			www.blue-print.com	exportsales@bilsteingroup.com
54	1	Адрес ( обычный )	BORG & BECK		Chalker Way				OX16 4XD			Banbury	Oxon	44 (0)1869 248 484	44 (0)1869 240 472	www.borgandbeck.com	info@firstline.co.uk
55	1	Адрес ( обычный )	Borsehung GmbH		Steinfeldstr.3			D	39179	39179		Magdeburg, Germany		0049 (0) 39203 82533	0049 (0) 39203 82539	www.borsehung.com	Borsehung@Borsehung.de
56	1	Адрес ( обычный )	BSG	Basbug Oto Yedek Parca A.S.	Ataturk Mahallesi, Orhan Veli Caddesi	No: 19 Zemin Kat, Kirac Mevkii, Esenyurt		TR	34860			Istanbul	Turkey	+90 212 886 90 60	+90 212 886 90 65	www.basbug.com.tr	export@basbug.com.tr
57	1	Адрес ( обычный )	BTS GmbH		Paradeisstr. 56			D	82362			Weilheim		0881/627300	0881/627311	www.bts-turbo.de	info@bts-turbo.de
58	1	Адрес ( обычный )	BUGIAD GMBH		Carl-Borgward-Str.20			D	56566			Neuwied		02631 / 384 181	02631 / 384 107	www.bugiad.de	info@bugiad.de
59	1	Адрес ( обычный )	CAMPRO-Technologie GmbH	CAMPRO-Technologie GmbH	Seilfahrt 109			D	44809			Bochum		+49-234-524 99 69	+49-234-524 99 95	www.campro-technologie.de	post@campro-technologie.de
60	1	Адрес ( обычный )	CASCO S.P.A.		Zona Industriale Asi SUD	Loc. Pratella - P.A.C. Lotto C4		I	81025			Marcianise (ce)		+39 0823 696161/62	+39 0823 526777	HTTP://WWW.CASCOSPA.NET	INFO@CASCOSPA.COM
61	1	Адрес ( обычный )	CEVAM		ZI CHAPPES		AUZON	F	43390	43390		AUZON		0471761300	0471761920	www.cevam.com	produit@cevam.com
62	1	Адрес ( обычный )	POS SERVICE HOLLAND CV		Stichtsekade 47c		212 Bussum	NL	1244 NV	01400		's-Graveland		+31-(0)35-6563180	+31-(0)35-6560409	www.psh.nl	psh@psh.nl
63	1	Адрес ( обычный )	DA SILVA S.A.S.		280 rue Leon Joulin				31100			Toulouse		+33 (0)5 62 20 66 70	+33 (0)5 62 20 60 04	http://www.dasilva.fr/	accueil@groupe-dasilva.com
64	1	Адрес ( обычный )	DENSO Europe B.V.		Hogeweyselaan 165		89	NL	1382 JL	1380 AB		Weesp		+31(0)294 493 493	+31(0)294 417 122	http://www.denso-am.com	info.amsales@denso.nl
65	1	Адрес ( обычный )	ELSTOCK A/S	DRI A/S	Bergsoesvej 12			DK	8600			Silkeborg		+45 70 10 33 44	+45 86 80 27 01	www.dri.dk	dri@dri.dk
66	1	Адрес ( обычный )	DIESEL TECHNIC AG		Wehrmannsdamm 5-9			D	27245			Kirchdorf		+49 (0)4273 89-0	+49 (0)4273 89-89	http://www.dt-spareparts.com	customerservice@dieseltechnic.com
67	1	Адрес ( обычный )	EAA - European Autoelectric Alliance		Calle Manel Valls 22, Nave 3				08711			Òdena	Barcelona	+34 93 804 81 40		www.eaalliance.es	ventas@eaalliance.es
68	1	Адрес ( обычный )	SOREA S.A.S		45 CHEMEIN DE L'ARPS			F	26190			SAINTE EULALIE EN ROYANS		+33 4 75 48 50 50	+33 4 75 48 67 50	www.sorea.biz	
69	1	Адрес ( обычный )	ELECTRO DIESEL REBUILD	Electro Diesel Rebuild bvba	Schaliehoevestraat 10			B	2220	02220		Heist-op-den-Berg		+32 (15) 25-75-50	+32 (15) 25-75-55	www.remyinc.eu.com	customer.service@remyinc.be
70	1	Адрес ( обычный )	ELSTOCK A/S		Bergsoesvej 12			DK	8600			Silkeborg		+45 86 80 11 77	+45 86 80 27 01	www.elstock.dk	elstock@elstock.dk
71	1	Адрес ( обычный )	ERA S.p.A Italia		F. Santi 15			I	10024	10024		Moncalieri	TORINO	+39 011 6891511	+39 011 6472862	www.eranet.it	era@eranet.it
72	1	Адрес ( обычный )	ERA Benelux N.V.		Nijverheidslaan 37			B	8560			GULLEGEM	BELGIUM	+32 56 439300	+32 56 220449	www.erabenelux.be	info@erabenelux.be
73	1	Адрес ( обычный )	EUROTEC Deutschland GmbH		David-Röntgen-Straße 13			D	48703			Stadtlohn					
74	1	Адрес ( обычный )	FARCOM		Von der Heydt-Str. 29			D	66115	00000000	00000000	SAARBRÜCKEN	SAARBRÜCKEN	+49 681-99 19 99-0	+49 681-99 19 99-12	www.farcom.de	info@farcom.de
75	1	Адрес ( обычный )	Fast Original													www.fastoriginal.it	info@fastoriginal.it
76	1	Адрес ( обычный )	Ferdinand Bilstein GmbH + Co KG	febi	Wilhelmstraße 47		4026	D	58256	58247		Ennepetal		+49-(0)2333-911-0	+49-(0)2333-911-444	www.febi.com	info@febi.com
77	1	Адрес ( обычный )	FENOX Automotive Components		95, Partizansky Av.			BY	220026			Minsk	Belarus	+375 17 2964710	+375 17 2959438	www.fenox.com	export@fenox.com
78	1	Адрес ( обычный )	Friesen		Am Heidering 16				16515		00000	Oranienburg		049(0)3301 831410	049(0)3301 831415	www.friesen-team.de	info@friesen-team.de
79	1	Адрес ( обычный )	IKA Industrie- und Kraftfahrzeugausrüstu		Humboldtstraße 8			D	53639			Königswinter		+49 2244 91842 0	+49 2244 91842 20	www.ika-germany.de	sales@ika-germany.de
80	1	Адрес ( обычный )	Holger Christiansen Group		Hedelundvej 13		2039	DK	6705	6705		Esbjerg		(+45) 7614 3300	(+45) 7614 3333	hc-cargo.dk	Sales.dk@hc-cargo.com
81	1	Адрес ( обычный )	HERTH+BUSS ELPARTS	HERTH+BUSS Fahrzeugteile GmbH & Co KG	Dieselstraße 2-4			D	63150			Heusenstamm		06104/608-0	06104/65075	www.herthundbuss.com	info@herthundbuss.com
82	1	Адрес ( обычный )	HERTH+BUSS JAKOPARTS	HERTH+BUSS Fahrzeugteile GmbH & Co KG	Dieselstraße 2-4			D	63150			Heusenstamm		06104/608-0	06104/65075	www.herthundbuss.com	info@herthundbuss.com
83	1	Адрес ( обычный )	Hitachi Automotive Systems Esp. GmbH		Eugen Gerstenmaier Strasse 8			D	32339			Espelkamp		+49-5772-567-890	+49-5772-567-800	http://www.hueco.com	info@hueco.com
84	1	Адрес ( обычный )	HOFFER		Emanuele Petri 8			I	10028			Trofarello	Torino	+39 (0) 11 9614301		hoffer-products.com	info@hoffer-products.com
85	1	Адрес ( обычный )	JAPANPARTS		Via della Meccanica, 1A			I	37139			Verona		+39 045 8517711	+39 045 8510714	www.japanparts.it	info@japanparts.it
86	1	Адрес ( обычный )	JAPKO		Via della Meccanica, 1A			I	37139			Verona		+39 045 8517711	+39 045 8510714	www.japko.it	info@japko.it
87	1	Адрес ( обычный )	KAVO		Tweelingenlaan 17		4316	NL	7324 AP	7320 AH	7336 AT	Apeldoorn		+31 (0)55-542 80 65	+31 (0)55-533 16 91	www.kavoparts.com	info@kavoparts.com
88	1	Адрес ( обычный )	LAUBER Sp. Z o.o		Braci Staniukow 40	Slupsk		PL	76-200					+48 59 848 11 36	+48 59 848 11 38	http://www.lauber.pl	lauber@lauber.pl
89	1	Адрес ( обычный )	LUCAS ELECTRICAL EUROPE		Bergsøesvej 12			DK	8600			Silkeborg		+45 70 10 13 13	+45 86 80 27 01	www.lucasEE.com	info@lucasEE.com
90	1	Адрес ( обычный )	MAHLE Aftermarket GmbH		Pragstr. 26-46			D	70376	70376		Stuttgart				www.mahle-aftermarket.com	
91	1	Адрес ( обычный )	MEAT & DORIA		Emanuele Petri 8			I	10028			Trofarello	Torino	+39 (0) 11 9614301		www.meat-doria.com	meat-doria@meat-doria.com
92	1	Адрес ( обычный )	ERA S.p.A.		F. Santi 15			I	10024	10024		Moncalieri	TORINO	+39 011 6891511	+39 011 6472862	www.eranet.it	era@eranet.it
93	1	Адрес ( обычный )	NIPPARTS B.V.		Scharenburg 14			NL	1046 BB			Amsterdam		(+31) 881230600	(+31) 010 850515	www.nipparts.com	info@nipparts.com
94	1	Адрес ( обычный )	SBS Deutschland GmbH		Eichrodter Weg 57			D	D-99817			Eisenach		00 49 3691 2570	00 49 3691 257 222	www.sbs-automotive.de	sbs@sbs-automotive.de
95	1	Адрес ( обычный )	OSSCA		No.1 Dapeng Road	Ouhai Development Zone		TJ	325014	325014		Wenzhou	Zhejiang	+86-577-86732000	+86-577-86733000	www.ossca.com	ossca@ossca.com
96	1	Адрес ( обычный )	Parts Mall Corp.		Rm 506, Noblesse B/D, 734-1	Janghang-dong, Ilsandong-gu		ROK	410-380			Goyang City	Gyunggi-do	+82 31 923 8143	+82 31 923 8144	www.parts-mall.com	parts@parts-mall.com
97	1	Адрес ( обычный )	Pemebla S.L.		Tierra de Barros 2	Naves 13-14	Coslada	E	28823	28823		Coslada	Madrid	+34916699078	+34916699079		jjimenez@pemebla.com
98	2	гарантия	Pemebla S.L.		Tierra de Barros 2	Naves 13-14	Coslada	E	28823	28823		Coslada	Madrid	+34916699078	+34916699079	www.pemebla.com	jjimenez@pemebla.com
99	3	Суппорт	Pemebla S.L.		Tierra de Barros 2	Naves 13-14	Coslada	E	28823	28823		Coslada	Madrid	+34916699078	+34916699079	www.pemebla.com	jjimenez@pemebla.com
100	4	продажа	Pemebla S.L.		Tierra de Barros 2	Naves 13-14	Coslada	E	28823	28823		Coslada	Madrid	+34916699078	+34916699079	www.pemebla.com	info@pemebla.com
101	5	Экспорт	Pemebla S.L.		Tierra de Barros 2	Naves 13-14	28823	E	28823	28823		Coslada	Madrid	+34916699078	+34916699079	www.pemebla.com	jjimenez@pemebla.com
102	1	Адрес ( обычный )	PIM Automotive BV		Marsweg 23			NL	3893 GB	3893GB		Zeewolde		+31 (0) 857604555		www.pimautomotive.eu	info@pimautomotive.eu
103	1	Адрес ( обычный )	PowerMax A/S		Industrivej 50		Bramming	DK		6740				+45 38411100		www.powermax.dk	sales@powermax.dk
104	1	Адрес ( обычный )	Prestolite Electric Incorporated		Unit 48, The Metropolitan Park	12-16 Bristol Road		GB	UB6 8UP			Greenford	Middlesex	+44 (0) 20 8231 1000		http://www.prestolite.com	eusales@prestolite.com
105	4	продажа	Prestolite Electric Incorporated		Unit 48, The Metropolitan Park	12-16 Bristol Road		GB	UB6 8UP			Greenford	Middlesex	+44 (0) 20 8231 1137		http://www.prestolite.com	eusales@prestolite.com
106	1	Адрес ( обычный )	REMY AUTOMOTIVE EUROPE	Remy Automotive Europe bvba	Schaliehoevestraat 10			B	2220	02220		Heist-op-den-Berg		+32 (15) 25-75-50	+32 (15) 25-75-55	www.remyinc.eu.com	customer.service@remyinc.be
107	1	Адрес ( обычный )	SAMPA Automotive	Sampa Otomotiv San. ve Tic. A.Ş.	Kerimbey Mahallesi 1705.Cadde No:11/2		55300	TR				SAMSUN		+90 362 362 63 00	+90 362 266 93 58	www.sampa.com	info@sampa.com
108	1	Адрес ( обычный )	CASCO S.P.A.		Zona Industriale Asi SUD	Loc. Pratella - P.A.C. Lotto C4		I	81025			Marcianise (ce)		+39 0823 696161/62	+39 0823 526777	HTTP://WWW.CASCOSPA.NET	INFO@CASCOSPA.COM
109	1	Адрес ( обычный )	PNTI					F	26190			SAINTE EULALIE EN ROYANS		+33 4 75 48 50 50	+33 4 75 48 67 50	www.pnti.fr	
110	4	продажа	PNTI		Rue de l'hippodrome			F	80290	45		POIX DE PICARDIE		+33 3 22 90 37 18	+33 3 22 90 37 19	www.pnti.fr	
111	1	Адрес ( обычный )	CARVILLE, LTD		Fuchika str. 8			RUS	192102			Saint-Petersburg					
112	1	Адрес ( обычный )	STELLOX		Bronninghauser Str. 33			D	33729			Bielefeld		+49 (0)5 21/ 5 53 59	+49 (0)5 21/ 5 53 59	www.stellox.com	market@armtek.eu
113	1	Адрес ( обычный )	ST-Templin Automotive GmbH		Domänenweg 1		1180	D	31863	31863		Coppenbrügge		+49 (0) 5156-9610-0	+49 (0) 5156-961196	www.st-templin.com | www.shop.st-templin.com	info@st-templin.com
114	1	Адрес ( обычный )	SWAG Autoteile GmbH	SWAG	Am Kiesberg 4-6			D	42117			Wuppertal		+49(0)20226454-0	+49(0)20226454-5000	www.swag.de	info@swag.de
115	1	Адрес ( обычный )	TRUCKTEC Automotive GmbH		Katharina Loth Straße 2		1930	D	66369	66369		St. Ingbert		+49(0)6894/9269-76	+49(0)6894/34456	www.trucktec.de	sales@trucktec.de
116	1	Адрес ( обычный )	Unipoint Electric Mfg. Co.  Ltd.		Sec.2 Tun-Hwa South Road			RC	10682			Taipei		(+886)227052658	(+886)227030188	http://www.unipoint.com.tw//index.php	Market.unipoint@tw.bosch.com
117	1	Адрес ( обычный )	Valeo Service		70 Rue Pleyel			F	93285			Saint-Denis cedex		+33 1 49 45 32 32	+33 1 49 45 36 59	www.valeoservice.com	
118	1	Адрес ( обычный )	Vema S.p.A.		2 Giugno, 22			I	20812			Limbiate		0299050175	0299051853	www.vema.it	vema@vema.it
119	1	Адрес ( обычный )	Tantivy Automotive Co.,Ltd		9C Plaza B, Tower 2				100097			Beijing, China	Golden Resources Business Center	+86 10 8886 1011	+86 10 8886 1056	www.tantivy.com	zhangqian@tantivy.com
120	1	Адрес ( обычный )	WAI Europe b.v.	WAIglobal	Klappolder 225				2665MR			BLEISWIJK		0031-10-5241980	0031-10-5241981	www.waiglobal.com	europe@waiglobal.com
121	1	Адрес ( обычный )	Wilmink B.V.		Rigaweg 16			NL	9723TH			Groningen		(+31) 050 54 95 200		www.wilminkgroup.com	sales@wilminkgroup.com
122	1	Адрес ( обычный )	3EFFE GROUP		Via albertini 36			I	60131			Ancona		0712867380	0712869063	www.3effegroup.it	info@3effegroup.it
123	1	Адрес ( обычный )	0459	IPS Parts s.r.l.	Riviera Maestri del Lavoro, 14			I	35127			Padova		+39 049 8945105	+39 049 7629574	www.ipsparts.it	info@ipsparts.it
124	1	Адрес ( обычный )	FI.DI RICAMBI S.r.l.		Via Mattia Battistini ,  582			I	00167	00168		Roma	Italia	39 06 3013808	39 06 3014257	www.fidiricambi.com	fidi@fidiricambi.it
125	1	Адрес ( обычный )	TEAMEC		Industriepark 22			B	2220			Heist op den Berg		003215257472	003215252973	www.teamec.be	sales@teamec.be
126	1	Адрес ( обычный )	TRICLO S.A.		C/ ROS I ROS, 38-40 NAVES 11 Y 12			E	08740			SANT ANDREU DE LA BARCA	BARCELONA	+34934990501		www.triclo.es	triclo@triclo.es
127	1	Адрес ( обычный )	Triscan A/S		Engmarken 11			DK	8220			Brabrand		+49(0)2331-62805-0	+49(0)2371-5389308	www.triscan.com	auto@triscan.com
128	1	Адрес ( обычный )	3RG INDUSTRIAL AUTO, S.L.		P.I. Las Avetardas - C/Feldespato, 31-32			E	45220	45220		Yeles - Toledo - Spain	Toledo	+34 925 54 59 16	+34 925 54 59 20	www.3rgindustrial.com	3rg@3rgindustrial.com
129	1	Адрес ( обычный )	CHINA Recources Ltd., Victoria	ASVA	102 AARTI CHAMBERS			SY				MONT FLEURI VIKTORIA, MAHE					
130	1	Адрес ( обычный )	DEPA International S.L.		2, rue d'en haut				80430			BEAUCAMPS LE VIEUX		03-22-90-33-66			
131	1	Адрес ( обычный )	AUTEX AUTOTEILE Export GmbH		Claudius-Dornier-Str. 3		306183	D	50829	50771		Köln		+49 221 95 84 24-0	+49 221 95 84 24-88	www.autex-germany.de	info@autex-germany.de
132	1	Адрес ( обычный )	AYWIPARTS LLC		Jungkok-dong, 27			ROK						+ 82(0)260221244		www.aywiparts.com	info@aywiparts.com
133	1	Адрес ( обычный )	InterCar S.p.A	Idromec S.r.l. - Nuova Tecnodelta S.p.A.	Bonfadina, 2/4			I	25046			Cazzago San Martino (BS)		+39 030 77580	+39 030 7758200	www.intercar.org	info@intercar.org
134	1	Адрес ( обычный )	CEDEX Automotive AB		Båthamnsvägen 12			S	18440			ÅKERSBERGA	Sweden	+46 (0)8 630 00 50	+46 (0)8 630 01 52	www.cedex.se	support@cedex.se
135	1	Адрес ( обычный )	METELLI	METELLI S.P.A	Via Bonotto, 3/5			I	25033	00000000	00000000	Cologne (BS)	ITALIA	+39 030 705711	+39 030 7057236	www.metelligroup.it	metellispa@metellispa.it
136	1	Адрес ( обычный )	DENCKERMANN Sp.zo.o.		ul. Annopol 3			PL	03-236			Warszawa		+48 22 864 67 00	+48 22 835 69 41	www.denckermann.com	biuro@denckermann.pl
137	1	Адрес ( обычный )	DEPA International S.L.		2, rue d'en haut				80430			BEAUCAMPS LE VIEUX		(33) 3 22 90 33 66	(33) 3 22 90 33 65	www.depainternational.com	contact@depa.fr
138	1	Адрес ( обычный )	DIEDERICHS		Ochtruper Str. 95			D	48455			Bad Bentheim		+49(0)5922-7799-0	+49(0)5922-7799-35	www.diederichs.com	karosserieteile@diederichs.com
139	1	Адрес ( обычный )	Baic International Corporation		3rd Floor	Penglong Building,10# Huaweili		TJ	100021				Chao Yang District, Beijing	010-56630079		http://www.doda-parts.ru	orderdoda@gmail.com
140	1	Адрес ( обычный )	DYNAMATRIX	DYNAMATRIX	Sharangovicha, 7		220018	BY	220018	220018		Minsk				http://www.dynamatrix-korea-technology.kr/	info@dynamatrix-korea-technology.kr
141	1	Адрес ( обычный )	FARE S.A.		PINTOR VILA CINCA 3	POL. IND. CAN HUMET DE DALT		E	08213			POLINYÀ	BARCELONA	+34 93 713 43 60	+34 93 713 22 19	www.fare-auto.com	info@fare-auto.com
142	1	Адрес ( обычный )	FEBEST GmbH		Hahn Gebäude 860			D	55483			Lautzenhausen		+49(0)5922 77 94 44	+49(0)5922 77 94 45	http://www.fe-best.de	sales@fe-best.de
143	1	Адрес ( обычный )	Otoform Otomotiv Ticaret ve Sanayi A.S.	Otoform Otomotiv Ticaret ve Sanayi A.S.	Serifali Mah. Sehit Sok. No : 22	Umraniye		TR	34775			Istanbul	Turkey	+90 (216) 499 24 04	+90 (216) 499 24 13	www.formpart.com	info@formpart.com
144	1	Адрес ( обычный )	General Ricambi S.p.A.		V.le Enrico Mattei n° 10-12-14			I	26823			Castiglione d'Adda (LO)		+39 0377 900 570	+39 0377 900 705	www.generalricambi.it	info@generalricambi.it
